ente,prestazione,priorita,max_giorni_di_attesa
AOU_CA,Mammografia monolaterale,Differibile,n/a
AOU_CA,TC del torace,Differibile,n/a
AOU_CA,"TC del torace, senza e con contrasto",Differibile,n/a
AOU_CA,TC dell'addome superiore,Differibile,n/a
AOU_CA,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
AOU_CA,TC dell'Addome inferiore,Differibile,n/a
AOU_CA,"TC dell'Addome inferiore, senza e con contrasto",Differibile,n/a
AOU_CA,TC dell'Addome completo,Differibile,n/a
AOU_CA,"TC dell'Addome completo, senza e con contrasto",Differibile,n/a
AOU_CA,TC del cranio e dell'encefalo,Differibile,n/a
AOU_CA,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
AOU_CA,TC del rachide e dello speco vertebrale,Differibile,n/a
AOU_CA,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
AOU_CA,TC del Bacino,Differibile,n/a
AOU_CA,RM del cervello e del tronco encefalico,Differibile,1
AOU_CA,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,0
AOU_CA,RM dell'addome inferiore e scavo pelvico,Differibile,n/a
AOU_CA,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,n/a
AOU_CA,RM della colonna,Differibile,n/a
AOU_CA,"RM della colonna, senza e con contrasto",Differibile,n/a
AOU_CA,Diagnostica ecografica del capo e del collo,Differibile,45
AOU_CA,Eco (color) dopplergrafia cardiaca,Differibile,16
AOU_CA,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,160
AOU_CA,Ecografia dell'addome superiore,Differibile,161
AOU_CA,Ecografia dell'addome inferiore,Differibile,n/a
AOU_CA,Ecografia dell'addome completo,Differibile,83
AOU_CA,Ecografia bilaterale della mammella,Differibile,n/a
AOU_CA,Ecografia monolaterale della mammella,Differibile,n/a
AOU_CA,Ecografia ostetrica,Differibile,6
AOU_CA,Ecografia ginecologica,Differibile,51
AOU_CA,Ecocolordoppler degli arti superioro o inferiori,Differibile,n/a
AOU_CA,Colonscopia con endoscopio flessibile,Differibile,278
AOU_CA,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
AOU_CA,Sigmoidoscopia con endoscopio flessibile,Differibile,n/a
AOU_CA,Esofagogastroduodenoscopia,Differibile,n/a
AOU_CA,Esofagogastroduodenoscopia con biopsia,Differibile,n/a
AOU_CA,Elettrocardiogramma,Differibile,n/a
AOU_CA,Elettrocardiogramma dinamico (Holter),Differibile,n/a
AOU_CA,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,n/a
AOU_CA,Altri test cardiovascolari da sforzo,Differibile,n/a
AOU_CA,Esame audiometrico tonale,Differibile,n/a
AOU_CA,Spirometria semplice,Differibile,n/a
AOU_CA,Spirometria globale,Differibile,n/a
AOU_CA,Fotografia del Fondus,Differibile,n/a
AOU_CA,Elettromiografia semplice [EMG],Differibile,n/a
AOU_CA,Prima Visita cardiologica,Programmabile,190
AOU_CA,Prima Visita chirurgia vascolare,Programmabile,104
AOU_CA,Prima Visita endocrinologica,Programmabile,181
AOU_CA,Prima Visita neurologica,Programmabile,244
AOU_CA,Prima Visita oculistica,Programmabile,121
AOU_CA,Prima Visita ortopedica,Programmabile,35
AOU_CA,Prima Visita ginecologica,Programmabile,131
AOU_CA,Prima Visita otorinolaringoiatrica,Programmabile,66
AOU_CA,Prima Visita urologica,Programmabile,n/a
AOU_CA,Prima Visita dermatologica,Programmabile,188
AOU_CA,Prima Visita fisiatrica,Programmabile,n/a
AOU_CA,Prima Visita gastroenterologica,Programmabile,280
AOU_CA,Prima Visita oncologica,Programmabile,n/a
AOU_CA,Prima Visita pneumologica,Programmabile,n/a
AOU_CA,Mammografia bilaterale,Programmabile,268
AOU_CA,Mammografia monolaterale,Programmabile,14
AOU_CA,TC del torace,Programmabile,n/a
AOU_CA,"TC del torace, senza e con contrasto",Programmabile,n/a
AOU_CA,TC dell'addome superiore,Programmabile,n/a
AOU_CA,"TC dell'addome superiore, senza e con contrasto",Programmabile,n/a
AOU_CA,TC dell'Addome inferiore,Programmabile,n/a
AOU_CA,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,n/a
AOU_CA,TC dell'Addome completo,Programmabile,n/a
AOU_CA,"TC dell'Addome completo, senza e con contrasto",Programmabile,n/a
AOU_CA,TC del cranio e dell'encefalo,Programmabile,n/a
AOU_CA,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,n/a
AOU_CA,TC del rachide e dello speco vertebrale,Programmabile,n/a
AOU_CA,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
AOU_CA,TC del Bacino,Programmabile,n/a
AOU_CA,RM del cervello e del tronco encefalico,Programmabile,n/a
AOU_CA,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,n/a
AOU_CA,RM dell'addome inferiore e scavo pelvico,Programmabile,n/a
AOU_CA,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,n/a
AOU_CA,RM della colonna,Programmabile,n/a
AOU_CA,"RM della colonna, senza e con contrasto",Programmabile,n/a
AOU_CA,Diagnostica ecografica del capo e del collo,Programmabile,207
AOU_CA,Eco (color) dopplergrafia cardiaca,Programmabile,190
AOU_CA,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,296
AOU_CA,Ecografia dell'addome superiore,Programmabile,200
AOU_CA,Ecografia dell'addome inferiore,Programmabile,63
AOU_CA,Ecografia dell'addome completo,Programmabile,100
AOU_CA,Ecografia bilaterale della mammella,Programmabile,31
AOU_CA,Ecografia monolaterale della mammella,Programmabile,n/a
AOU_CA,Ecografia ostetrica,Programmabile,12
AOU_CA,Ecografia ginecologica,Programmabile,28
AOU_CA,Ecocolordoppler degli arti superioro o inferiori,Programmabile,n/a
AOU_CA,Colonscopia con endoscopio flessibile,Programmabile,220
AOU_CA,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
AOU_CA,Sigmoidoscopia con endoscopio flessibile,Programmabile,n/a
AOU_CA,Esofagogastroduodenoscopia,Programmabile,n/a
AOU_CA,Esofagogastroduodenoscopia con biopsia,Programmabile,n/a
AOU_CA,Elettrocardiogramma,Programmabile,190
AOU_CA,Elettrocardiogramma dinamico (Holter),Programmabile,139
AOU_CA,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,n/a
AOU_CA,Altri test cardiovascolari da sforzo,Programmabile,n/a
AOU_CA,Esame audiometrico tonale,Programmabile,n/a
AOU_CA,Spirometria semplice,Programmabile,n/a
AOU_CA,Spirometria globale,Programmabile,n/a
AOU_CA,Fotografia del Fondus,Programmabile,n/a
AOU_CA,Elettromiografia semplice [EMG],Programmabile,1
Regione_Sardegna,Prima Visita cardiologica,Breve,7
Regione_Sardegna,Prima Visita chirurgia vascolare,Breve,7
Regione_Sardegna,Prima Visita endocrinologica,Breve,7
Regione_Sardegna,Prima Visita neurologica,Breve,9
Regione_Sardegna,Prima Visita oculistica,Breve,6
Regione_Sardegna,Prima Visita ortopedica,Breve,8
Regione_Sardegna,Prima Visita ginecologica,Breve,6
Regione_Sardegna,Prima Visita otorinolaringoiatrica,Breve,6
Regione_Sardegna,Prima Visita urologica,Breve,8
Regione_Sardegna,Prima Visita dermatologica,Breve,51
Regione_Sardegna,Prima Visita fisiatrica,Breve,6
Regione_Sardegna,Prima Visita gastroenterologica,Breve,10
Regione_Sardegna,Prima Visita oncologica,Breve,n/a
Regione_Sardegna,Prima Visita pneumologica,Breve,9
Regione_Sardegna,Mammografia bilaterale,Breve,5
Regione_Sardegna,Mammografia monolaterale,Breve,6
Regione_Sardegna,TC del torace,Breve,7
Regione_Sardegna,"TC del torace, senza e con contrasto",Breve,8
Regione_Sardegna,TC dell'addome superiore,Breve,3
Regione_Sardegna,"TC dell'addome superiore, senza e con contrasto",Breve,8
Regione_Sardegna,TC dell'Addome inferiore,Breve,n/a
Regione_Sardegna,"TC dell'Addome inferiore, senza e con contrasto",Breve,10
Regione_Sardegna,TC dell'Addome completo,Breve,7
Regione_Sardegna,"TC dell'Addome completo, senza e con contrasto",Breve,7
Regione_Sardegna,TC del cranio e dell'encefalo,Breve,9
Regione_Sardegna,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
Regione_Sardegna,TC del rachide e dello speco vertebrale,Breve,n/a
Regione_Sardegna,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
Regione_Sardegna,TC del Bacino,Breve,6
Regione_Sardegna,RM del cervello e del tronco encefalico,Breve,9
Regione_Sardegna,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,31
Regione_Sardegna,RM dell'addome inferiore e scavo pelvico,Breve,n/a
Regione_Sardegna,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,10
Regione_Sardegna,RM della colonna,Breve,9
Regione_Sardegna,"RM della colonna, senza e con contrasto",Breve,277
Regione_Sardegna,Diagnostica ecografica del capo e del collo,Breve,7
Regione_Sardegna,Eco (color) dopplergrafia cardiaca,Breve,5
Regione_Sardegna,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,6
Regione_Sardegna,Ecografia dell'addome superiore,Breve,6
Regione_Sardegna,Ecografia dell'addome inferiore,Breve,8
Regione_Sardegna,Ecografia dell'addome completo,Breve,7
Regione_Sardegna,Ecografia bilaterale della mammella,Breve,6
Regione_Sardegna,Ecografia monolaterale della mammella,Breve,5
Regione_Sardegna,Ecografia ostetrica,Breve,4
Regione_Sardegna,Ecografia ginecologica,Breve,5
Regione_Sardegna,Ecocolordoppler degli arti superioro o inferiori,Breve,9
Regione_Sardegna,Colonscopia con endoscopio flessibile,Breve,12
Regione_Sardegna,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
Regione_Sardegna,Sigmoidoscopia con endoscopio flessibile,Breve,8
Regione_Sardegna,Esofagogastroduodenoscopia,Breve,27
Regione_Sardegna,Esofagogastroduodenoscopia con biopsia,Breve,71
Regione_Sardegna,Elettrocardiogramma,Breve,5
Regione_Sardegna,Elettrocardiogramma dinamico (Holter),Breve,9
Regione_Sardegna,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
Regione_Sardegna,Altri test cardiovascolari da sforzo,Breve,n/a
Regione_Sardegna,Esame audiometrico tonale,Breve,7
Regione_Sardegna,Spirometria semplice,Breve,6
Regione_Sardegna,Spirometria globale,Breve,8
Regione_Sardegna,Fotografia del Fondus,Breve,n/a
Regione_Sardegna,Elettromiografia semplice [EMG],Breve,9
Regione_Sardegna,Prima Visita cardiologica,Differibile,92
Regione_Sardegna,Prima Visita chirurgia vascolare,Differibile,152
Regione_Sardegna,Prima Visita endocrinologica,Differibile,156
Regione_Sardegna,Prima Visita neurologica,Differibile,87
Regione_Sardegna,Prima Visita oculistica,Differibile,140
Regione_Sardegna,Prima Visita ortopedica,Differibile,61
Regione_Sardegna,Prima Visita ginecologica,Differibile,32
Regione_Sardegna,Prima Visita otorinolaringoiatrica,Differibile,46
Regione_Sardegna,Prima Visita urologica,Differibile,158
Regione_Sardegna,Prima Visita dermatologica,Differibile,137
Regione_Sardegna,Prima Visita fisiatrica,Differibile,78
Regione_Sardegna,Prima Visita gastroenterologica,Differibile,102
Regione_Sardegna,Prima Visita oncologica,Differibile,278
Regione_Sardegna,Prima Visita pneumologica,Differibile,162
Regione_Sardegna,Mammografia bilaterale,Differibile,135
Regione_Sardegna,Mammografia monolaterale,Differibile,214
Regione_Sardegna,TC del torace,Differibile,45
Regione_Sardegna,"TC del torace, senza e con contrasto",Differibile,59
Regione_Sardegna,TC dell'addome superiore,Differibile,n/a
Regione_Sardegna,"TC dell'addome superiore, senza e con contrasto",Differibile,54
Regione_Sardegna,TC dell'Addome inferiore,Differibile,n/a
Regione_Sardegna,"TC dell'Addome inferiore, senza e con contrasto",Differibile,69
Regione_Sardegna,TC dell'Addome completo,Differibile,36
Regione_Sardegna,"TC dell'Addome completo, senza e con contrasto",Differibile,49
Regione_Sardegna,TC del cranio e dell'encefalo,Differibile,n/a
Regione_Sardegna,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,29
Regione_Sardegna,TC del rachide e dello speco vertebrale,Differibile,52
Regione_Sardegna,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
Regione_Sardegna,TC del Bacino,Differibile,33
Regione_Sardegna,RM del cervello e del tronco encefalico,Differibile,101
Regione_Sardegna,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,295
Regione_Sardegna,RM dell'addome inferiore e scavo pelvico,Differibile,148
Regione_Sardegna,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,541
Regione_Sardegna,RM della colonna,Differibile,89
Regione_Sardegna,"RM della colonna, senza e con contrasto",Differibile,184
Regione_Sardegna,Diagnostica ecografica del capo e del collo,Differibile,87
Regione_Sardegna,Eco (color) dopplergrafia cardiaca,Differibile,137
Regione_Sardegna,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,85
Regione_Sardegna,Ecografia dell'addome superiore,Differibile,57
Regione_Sardegna,Ecografia dell'addome inferiore,Differibile,91
Regione_Sardegna,Ecografia dell'addome completo,Differibile,68
Regione_Sardegna,Ecografia bilaterale della mammella,Differibile,131
Regione_Sardegna,Ecografia monolaterale della mammella,Differibile,8
Regione_Sardegna,Ecografia ostetrica,Differibile,37
Regione_Sardegna,Ecografia ginecologica,Differibile,34
Regione_Sardegna,Ecocolordoppler degli arti superioro o inferiori,Differibile,63
Regione_Sardegna,Colonscopia con endoscopio flessibile,Differibile,268
Regione_Sardegna,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
Regione_Sardegna,Sigmoidoscopia con endoscopio flessibile,Differibile,8
Regione_Sardegna,Esofagogastroduodenoscopia,Differibile,106
Regione_Sardegna,Esofagogastroduodenoscopia con biopsia,Differibile,203
Regione_Sardegna,Elettrocardiogramma,Differibile,98
Regione_Sardegna,Elettrocardiogramma dinamico (Holter),Differibile,88
Regione_Sardegna,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,53
Regione_Sardegna,Altri test cardiovascolari da sforzo,Differibile,n/a
Regione_Sardegna,Esame audiometrico tonale,Differibile,37
Regione_Sardegna,Spirometria semplice,Differibile,108
Regione_Sardegna,Spirometria globale,Differibile,101
Regione_Sardegna,Fotografia del Fondus,Differibile,52
Regione_Sardegna,Elettromiografia semplice [EMG],Differibile,63
Regione_Sardegna,Prima Visita cardiologica,Programmabile,156
Regione_Sardegna,Prima Visita chirurgia vascolare,Programmabile,255
Regione_Sardegna,Prima Visita endocrinologica,Programmabile,177
Regione_Sardegna,Prima Visita neurologica,Programmabile,111
Regione_Sardegna,Prima Visita oculistica,Programmabile,166
Regione_Sardegna,Prima Visita ortopedica,Programmabile,76
Regione_Sardegna,Prima Visita ginecologica,Programmabile,55
Regione_Sardegna,Prima Visita otorinolaringoiatrica,Programmabile,76
Regione_Sardegna,Prima Visita urologica,Programmabile,197
Regione_Sardegna,Prima Visita dermatologica,Programmabile,147
Regione_Sardegna,Prima Visita fisiatrica,Programmabile,58
Regione_Sardegna,Prima Visita gastroenterologica,Programmabile,178
Regione_Sardegna,Prima Visita oncologica,Programmabile,102
Regione_Sardegna,Prima Visita pneumologica,Programmabile,121
Regione_Sardegna,Mammografia bilaterale,Programmabile,143
Regione_Sardegna,Mammografia monolaterale,Programmabile,79
Regione_Sardegna,TC del torace,Programmabile,68
Regione_Sardegna,"TC del torace, senza e con contrasto",Programmabile,104
Regione_Sardegna,TC dell'addome superiore,Programmabile,n/a
Regione_Sardegna,"TC dell'addome superiore, senza e con contrasto",Programmabile,39
Regione_Sardegna,TC dell'Addome inferiore,Programmabile,n/a
Regione_Sardegna,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,21
Regione_Sardegna,TC dell'Addome completo,Programmabile,37
Regione_Sardegna,"TC dell'Addome completo, senza e con contrasto",Programmabile,109
Regione_Sardegna,TC del cranio e dell'encefalo,Programmabile,92
Regione_Sardegna,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,104
Regione_Sardegna,TC del rachide e dello speco vertebrale,Programmabile,107
Regione_Sardegna,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
Regione_Sardegna,TC del Bacino,Programmabile,n/a
Regione_Sardegna,RM del cervello e del tronco encefalico,Programmabile,116
Regione_Sardegna,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,489
Regione_Sardegna,RM dell'addome inferiore e scavo pelvico,Programmabile,156
Regione_Sardegna,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,704
Regione_Sardegna,RM della colonna,Programmabile,122
Regione_Sardegna,"RM della colonna, senza e con contrasto",Programmabile,425
Regione_Sardegna,Diagnostica ecografica del capo e del collo,Programmabile,114
Regione_Sardegna,Eco (color) dopplergrafia cardiaca,Programmabile,173
Regione_Sardegna,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,122
Regione_Sardegna,Ecografia dell'addome superiore,Programmabile,100
Regione_Sardegna,Ecografia dell'addome inferiore,Programmabile,83
Regione_Sardegna,Ecografia dell'addome completo,Programmabile,96
Regione_Sardegna,Ecografia bilaterale della mammella,Programmabile,143
Regione_Sardegna,Ecografia monolaterale della mammella,Programmabile,81
Regione_Sardegna,Ecografia ostetrica,Programmabile,37
Regione_Sardegna,Ecografia ginecologica,Programmabile,37
Regione_Sardegna,Ecocolordoppler degli arti superioro o inferiori,Programmabile,141
Regione_Sardegna,Colonscopia con endoscopio flessibile,Programmabile,385
Regione_Sardegna,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
Regione_Sardegna,Sigmoidoscopia con endoscopio flessibile,Programmabile,175
Regione_Sardegna,Esofagogastroduodenoscopia,Programmabile,118
Regione_Sardegna,Esofagogastroduodenoscopia con biopsia,Programmabile,176
Regione_Sardegna,Elettrocardiogramma,Programmabile,151
Regione_Sardegna,Elettrocardiogramma dinamico (Holter),Programmabile,141
Regione_Sardegna,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,100
Regione_Sardegna,Altri test cardiovascolari da sforzo,Programmabile,n/a
Regione_Sardegna,Esame audiometrico tonale,Programmabile,45
Regione_Sardegna,Spirometria semplice,Programmabile,100
Regione_Sardegna,Spirometria globale,Programmabile,153
Regione_Sardegna,Fotografia del Fondus,Programmabile,n/a
Regione_Sardegna,Elettromiografia semplice [EMG],Programmabile,62
